video_id,count
1928,1036565
764,239371
724,2573065
2332,800103
1423,268334
2297,180
2839,271135
233,57
1776,1999061
1701,736895
2026,313900
51,102
1046,1809
1016,1492739
2137,3150095
831,217
1421,75819
560,155
1493,940743
297,572867
1099,429656
721,927028
1666,1100384
407,1514506
942,24859
2222,2541
2747,64676
1639,697795
1134,1728803
1179,201090
2420,35156
2818,34
1769,14447
252,34
965,787864
1735,188362
1648,73952
616,16400
1312,462486
616,20705
1872,5387
1906,118354
2774,2549376
2086,74650
1379,243814
1126,124
2104,15103
1059,712
1369,1369634
458,637501
1555,718
1769,17408
545,3021016
1581,432987
2477,158
928,43815
2556,25126
361,11748
1603,2613259
805,262654
199,3062581
1675,190
704,77755
1396,122277
1999,145
975,516806
1658,48847
2921,1234189
2346,4421
1812,89308
957,41972
2382,536224
912,724444
1621,2985
2916,822020
214,2265391
873,66622
1565,179
45,142725
2943,11404
344,233
2836,1191825
1148,79224
902,798595
2215,946299
1562,201662
1421,404397
2489,485740
464,13178
2489,525596
2983,204
464,3527
2175,907694
1100,1219212
1728,522854
2861,18019
2708,101187
1915,108
2947,135312
1540,1286177
1215,57
138,115
2267,216158
2421,1745618
1740,471165
557,1390621
2801,11038
806,280572
2153,32140
2299,4253
186,177926
501,868512
2861,29781
376,18037
2576,338312
2609,91356
761,725
1126,124
375,1964482
1632,56722
2320,672621
271,19389
2929,83863
551,174156
273,475911
2916,870745
2781,38
1705,151282
1678,3068948
1873,3239099
669,8520
2836,19464
2682,538880
2759,47259
2181,126
1332,476780
501,987429
2476,1153901
1718,141888
58,247
1377,55521
473,222
1072,438968
214,2224340
2959,141425
2738,3021583
913,2504
1593,83076
1915,109
222,4
85,780778
2125,120
1338,1560195
981,12277
328,19713
482,201
1631,2810
493,518867
2198,66141
1790,329
645,2189392
1884,502586
2356,417581
1518,55
743,197855
1613,2850950
2682,573510
158,42558
989,2670097
2165,2174658
1408,9
1173,437143
856,520539
32,2495143
903,6
218,122358
2940,229882
528,159
896,76557
1299,10325
2790,105174
2250,27677
262,313562
1938,455592
2736,217108
2867,44
338,93
1292,89
1657,386169
1809,242561
1657,1124132
2014,1530167
1130,2387425
323,45878
1983,2707969
1524,2306235
1186,76
2376,2830600
733,218893
1167,2689479
2723,21130
1808,1607296
2714,1773321
2522,1700547
1695,16729
859,1622722
1197,141
2207,177216
2420,9401
275,4814176
2933,2215173
2805,607875
713,10449
2533,7019
1781,288
574,12535
639,104150
995,299
941,137083
884,1626631
938,131455
2958,2709514
345,214511
2224,1089719
1173,505795
485,1883
332,386969
239,226608
1603,2306415
2108,71166
1160,205
501,895200
2307,263814
2701,136
2651,799601
2549,69737
1805,158
2101,2890
1044,131
2811,732855
1933,9929
648,402454
1504,7
2351,84
2445,436534
1388,592110
2052,219949
443,2976544
1117,125472
1199,293932
2046,2795689
1233,647
647,116552
1063,346669
2531,1696482
1718,240633
932,426484
2952,3665704
697,44564
2029,207
383,598776
1576,692271
220,915187
2468,530536
334,266
2482,2635441
640,163
377,224034
1553,141
1120,190456
2746,2339239
2690,51100
2177,352496
2410,2046606
1761,3453282
2296,119
665,137055
219,2156
2449,4378
2604,110561
37,1471039
1336,128
1453,2114999
2754,8596
1784,23
1083,159
474,33443
1108,183665
1240,151
1697,4106
1175,1971673
2245,205
2788,188
1612,50
2221,531448
990,46584
2723,129636
675,2490973
1883,207
169,6075
1656,7516
2435,338467
1554,143736
760,9154
2134,43194
1685,2162502
95,3132726
1660,1024597
581,95
1598,1397179
2585,648644
2060,167
1327,42
1098,315233
680,564624
187,21596
1936,2475107
2813,442808
1185,1726057
648,171888
803,158
1955,161
1409,193
2878,360978
2578,211400
2431,25878
2652,461433
1227,625549
2297,177
2920,356
358,196109
2679,285790
101,9
1296,75192
975,1240213
1898,26586
1290,2512802
1164,128530
1405,236058
2581,1429837
339,2540
521,232896
2632,18787
2276,194973
199,2772781
2489,561985
1324,45016
2752,701048
2975,1896246
2287,667475
692,3840553
2229,2771721
400,48
1184,10908
262,1003712
1064,129
470,9901
838,56404
581,95
2519,108
2348,534173
523,26269
1373,91703
1372,1824030
2587,2123083
1431,2468422
1941,299
891,3239100
909,15330
1751,250
1061,112121
531,2930223
2553,74
2687,1115537
2177,360680
1023,1593974
1279,2995376
2946,61832
1624,253
290,1535570
264,213942
315,1652344
2964,11918
922,420299
2368,10539
2742,247102
249,234
853,516156
2336,801
1010,2446
2548,68
1689,116734
318,603221
1508,193
2654,3534470
2149,982311
897,86
2126,1175015
1011,2497380
1192,1054287
1430,2144
953,2060120
270,178287
2289,76759
2263,463866
966,132
1727,264219
2092,989058
2625,7002
279,600099
794,739227
2428,264
2608,1193676
2452,1167968
1134,1752215
833,772967
1709,135702
1655,2622828
2167,1553213
311,2072006
899,334858
2724,1749581
1151,3829
2921,1560738
1598,1338172
2665,2254593
200,650492
2582,300076
2549,8616
1040,226
1118,2453428
1312,245513
2799,7716
2144,13526
2556,14153
2363,5686
1370,2241615
1823,785011
1638,1290817
2053,3155367
1391,2176462
1901,1631636
1161,1403379
2890,554068
1814,164
1299,9930
1160,478
1698,2086588
450,756702
2300,167
2850,276
575,486
2485,36880
2879,24098
755,124667
490,32
257,80
1165,134
377,170922
2181,133
249,232
45,452857
1015,527430
2296,96
1869,1286722
2757,845993
608,131636
2359,73440
2532,323849
490,27
2794,35302
453,2316470
2219,15398
1892,1066515
351,143
1393,331
1502,1274
2759,9554
2579,47954
209,189500
1497,45709
869,321
2470,52432
2786,5993
539,283
2717,478009
1405,172353
2243,2202899
2973,25153
2503,68392
727,764676
2682,600122
2908,1326
1984,13665
1767,736365
802,25558
2237,840881
1297,185
926,333717
1449,569191
1182,2701633
2669,1896528
2915,854176
1763,885973
2315,49
11,498320
1833,371913
821,14721
695,1089789
368,317198
2640,3075
109,1028
1671,2607946
2204,926910
741,2386786
2074,2018407
781,1770230
507,133515
1484,8804
2905,4251250
2956,1031593
1774,53
1830,285372
2231,302827
23,544369
1736,1470769
2578,507094
2916,837658
639,265950
127,52
2679,306543
553,221
1437,23288
1420,235946
2682,620856
146,1469435
2429,330
731,720693
526,163
2259,8506
1363,291843
1677,179838
451,143
656,132
2100,420859
1483,1028279
1707,130967
12,2346808
2009,47366
2222,6827
2949,405675
2017,1908618
2483,728
1730,1236365
2148,101476
2006,229914
2212,4868
330,171180
2871,295195
2912,280720
2238,76837
551,452758
2053,2460372
2708,318123
1367,7319
934,6300
1866,61229
1494,1893459
1216,675899
1240,142
1507,135098
24,20001
1697,111348
2050,2251954
2844,2893786
2463,62465
489,85897
738,68573
2032,27779
1246,167
576,248
365,70596
146,1446029
1650,10091
1197,131
2140,1279277
2611,56162
2837,1688328
821,590
176,8
2631,88
927,2346871
1487,2171588
2115,3144231
2528,2204866
2361,4200
1800,1313848
2573,121520
223,41645
316,229621
1259,158323
1922,1165431
483,213475
1184,249149
2003,444940
726,762775
468,56177
806,236474
2230,4210
82,1286
285,453579
369,1652718
1755,633063
2087,904817
2204,546897
282,264465
186,29353
321,93406
1078,463250
389,199
1694,225844
934,2155
1758,1102821
2339,43994
1200,1236171
1706,76984
2257,284582
2763,167718
1606,370313
2917,38
2026,74682
909,78384
1543,142629
809,2038
1161,1944964
1652,1514175
78,97
2951,372653
2198,64963
807,3074614
1789,9869
1891,18964
844,114
2480,23267
1103,855369
409,549625
321,59547
1252,64826
2925,272670
769,16942
2131,2452305
2104,5046
2958,2676518
2700,10760
205,94
1088,241231
2223,448434
619,8
1921,2427921
1176,12426
738,106712
2568,8147
2564,2765277
555,635239
493,177108
2210,2023801
2530,25831
1304,1582246
2718,626560
2362,407407
2118,2895695
1903,65
2178,683515
1930,6313
1026,136324
676,112055
225,2103037
2566,3216
1207,1062493
409,525701
1869,1315419
724,2836866
441,1192949
1624,263
1658,46132
2214,2502410
281,1461406
850,119671
1576,826923
2140,1470584
2127,926413
1059,1996
1481,4100779
1874,77401
2815,179
1905,38400
1731,24331
2161,489988
898,2042
1454,534
2436,268542
2192,243321
1108,330252
1149,136
1969,8117
1799,2218528
1782,243
1732,47279
2,1550493
1565,175
1680,4478
2950,231104
1112,61097
1618,1778297
2946,36361
2108,385080
470,9914
456,379007
152,19391
368,90159
2573,48852
559,2159313
2728,1759084
2394,14997
1141,2921697
1702,612488
534,81
2666,165
1826,618064
1558,328985
1029,346690
1165,124
305,663356
2022,217149
352,255996
2108,59276
2698,217995
1924,842966
417,51287
2621,2360636
340,79
2882,82867
1013,253784
1181,71614
2844,2653589
1739,9804
2382,462570
1808,1791000
1790,16570
436,1647966
1667,51
2688,3967617
1217,8396
2629,550080
1283,2727758
1884,211626
205,99
1664,143232
2404,353171
1009,142
254,303909
303,15844
2878,51418
942,5042
1386,2316288
2864,61589
892,204
2230,7613
1149,134
1481,4316875
1001,211601
971,2034717
977,235
2400,127233
1640,40068
1378,239477
753,29297
2537,110
1404,16656
177,68274
2886,75258
22,222
840,2652
573,67
2435,13610
1234,169216
1468,973395
2338,38511
1140,216842
1620,17231
1567,143
196,186535
129,227852
2386,673811
2421,1620629
555,606292
2519,88
1912,2111514
1395,3405
2101,1706
144,5749584
2792,201088
1778,1405401
901,358768
2678,3197318
670,26964
1437,98923
1306,179
2180,225232
1734,2133851
1200,1365938
2822,76
1723,194
1865,784553
2190,96549
1307,856810
795,61317
1749,15341
1522,1559692
21,825139
326,2154543
1746,82625
1696,505859
1131,315249
2062,28251
531,2889164
501,863905
2373,65288
181,1822652
1210,160
2185,841679
2893,277115
2008,986487
583,78
1011,2387183
2805,291544
2296,102
2178,232704
2538,675400
2821,728
1852,85
1310,2413469
1364,285502
1246,147
2090,2369833
1552,162
2698,209309
993,1754868
2228,2578814
1171,5013
723,1642442
2978,918849
2337,15672
2295,60566
993,1827910
2535,73950
1753,1832400
2566,25039
2754,10861
1511,443904
2519,109
2142,487403
19,98
1554,137566
783,130164
962,1941387
1121,1582396
2631,87
1746,627643
1816,41
733,210530
380,74513
1426,101
833,596482
1414,319
489,77597
1361,13711
1476,16167
305,457651
2100,575639
395,1254318
1137,948147
497,1674715
1149,136
596,732
21,650164
1030,7975
1687,298
1238,159191
2466,301
2844,2749756
2959,125441
590,3229945
1131,802437
2294,2149000
1117,349014
104,2324885
2671,2539912
184,1043342
1832,839001
1158,202
2963,1493986
266,2873
526,150
2484,69205
108,253528
622,87
152,17941
1594,40
1652,1615277
580,96600
368,40594
603,711
2092,963813
303,56511
1032,66
2367,2746240
2631,85
555,633852
840,173
1668,941015
1628,832370
781,2356045
2192,2075731
428,47601
152,74393
160,442707
346,496056
2513,385784
770,321625
1278,400511
1448,648205
1357,128918
1094,516676
311,2157794
510,2565821
871,471052
2442,4267
1771,1739688
1478,91923
455,2219085
2969,546823
2997,1544139
2710,3165186
495,1686194
378,23
1312,312189
2158,1634327
2791,1287689
895,3036636
1944,858671
1209,1262895
1885,374863
2144,11587
947,416026
710,7853
1740,651942
2117,169
1370,2380829
1697,10281
1452,147552
2144,25994
1614,374800
166,48672
2200,27120
173,154
2148,2200
2802,175461
244,2557181
1910,317476
1826,613124
1290,2125787
1546,1995071
378,21
618,119391
1073,147106
2443,6555
2073,1750140
1743,60
2908,3098
1548,1094068
88,914692
627,1173508
943,234
2537,105
1075,1748060
1453,2049728
2798,58229
2274,732162
1422,2727390
1093,199534
2544,441560
289,208304
2582,3823
357,1200561
854,1307218
505,889292
2018,877804
1030,43608
1702,159152
2598,140
178,4588
1648,623739
1707,130729
482,149
2752,543479
2229,2877558
76,374592
1575,635335
2345,710156
1473,1861793
2240,567263
1657,1650695
2393,152
2150,2499370
1159,364728
2096,75187
1106,57971
302,8135
965,1035933
1479,113449
2028,115559
98,75330
158,104004
2996,224114
2926,144418
2087,114605
1932,513220
2188,763705
470,2321
1426,89
314,20056
434,424153
2462,37575
1457,2339007
399,106643
300,1345924
2583,2162
1520,312641
562,1411026
561,103460
144,814173
2224,1184054
1586,744568
361,1062
1578,75130
559,2060207
1003,183796
741,2490285
2132,933633
1161,1251766
2626,4059
1526,248
827,175993
1825,106675
604,2535704
2105,58730
756,102
551,780256
1149,124
620,1012278
2826,528068
1638,1351767
2516,452542
2277,6630
1474,142165
1788,69942
75,694439
1047,2088278
1727,235666
1063,352590
1011,2676596
947,433834
1319,2042919
2960,260
415,2779886
1518,55
739,40
2181,137
2886,44417
2277,11955
2779,114163
865,10249
1471,183
1447,2781735
2459,1711490
1121,1597690
2217,154420
969,167
1380,13207
755,476020
1080,172
2106,1737094
2804,491522
150,570959
636,1627644
1138,45787
574,151376
79,18633
430,119465
2746,2655235
317,11146
1579,111
1318,220
318,452711
1523,129984
665,4942
1664,259666
782,598923
182,3709407
2782,449978
1678,3340781
2978,179716
1664,300641
2067,1452946
1118,1956350
365,122144
1972,278163
2717,545255
3000,325338
1698,1970733
660,26840
732,146038
2729,3510
2563,672392
1889,1614764
210,1693
2601,794939
1446,1430046
1958,105
2190,13567
2262,13680
2673,773582
1630,828134
1459,3961
2264,164
1676,19
1375,408637
2853,1021540
1600,550574
2434,149
2601,191776
1333,391008
1866,162825
1394,333648
2188,694745
1565,172
161,953669
407,596849
1392,302739
1582,143878
2564,2909689
2404,342200
931,623647
858,23
2777,60060
946,37028
1576,929006
1414,358
608,382161
150,559923
447,160494
1124,648747
2414,329
1875,2202774
2289,141743
2878,43570
1400,164
1464,68825
2879,179122
331,2562523
2766,200126
1681,209
1388,21200
585,38
2658,103
1786,715710
1395,5260
2623,165408
978,32720
869,586
1000,18945
2003,630404
2221,554448
2613,336503
1949,2408590
1062,2949
473,195
143,502748
1065,39860
1584,407394
2747,63527
1592,2054499
2131,712625
2898,488450
112,4190
2632,7155
1371,930658
2865,985753
1666,594575
282,770433
414,52362
2639,2188156
2022,205341
1295,1318199
2580,159398
756,109
2708,206332
2831,272
778,1719313
1371,706188
2600,172472
2077,1392518
1754,2438
28,194518
1821,175386
2130,28508
903,6
1704,77053
1958,108
2948,26712
2255,1794
460,86229
1374,83047
357,1012570
2873,176383
1504,5
744,2734556
792,210631
877,416199
2114,13544
158,201415
370,86967
1626,952817
156,807
1292,85
2117,180
115,2499
2395,1728772
2670,2783484
1797,18890
2092,1049629
1242,1097904
2559,83774
2433,250247
1786,179208
215,2708498
534,73
61,3152189
1969,967
1979,2182922
1107,749
2652,174334
1302,61634
1643,236012
1675,172
63,2731343
179,4112623
2458,300827
591,2941974
654,2227484
1186,67
1806,38088
521,188476
559,1966756
563,126
1638,1256686
2054,215
2459,1726632
295,532213
2291,21124
697,166472
1406,869443
727,679657
1244,68459
1542,2230925
708,1019852
1384,2176959
2324,79983
2410,2249051
485,1204
2354,82374
269,2325667
1619,68
337,70
2974,89435
657,2232723
2562,11664
37,1508564
2879,55565
2874,1271229
2381,49264
1921,2646047
442,129
1484,1957
507,139168
2933,2597386
1269,209939
1346,206
1143,46774
1540,173650
2931,3585955
2740,1194747
1291,1816528
1850,2129304
1570,1492
2872,205748
979,62660
2215,1076660
1623,18
42,1382443
1623,17
2088,44403
2596,586775
478,117
41,231548
1216,571107
2414,347
861,556490
2117,160
848,1175944
1566,202
2260,187
1112,307739
699,1426863
847,1019701
1159,232956
723,1568100
1807,1914054
117,54
777,1379887
549,552222
1804,68943
62,1550771
113,1766753
656,130
847,915246
1823,944888
1498,3659
1908,200
544,567709
2190,8935
926,178882
743,682056
711,234
1249,2293453
22,207
2886,29022
1182,3229818
1506,805414
1052,1278933
1837,955875
914,705291
1293,820615
1460,1694973
1773,997311
1153,9701
237,611518
2737,1234771
1914,2359259
876,110901
1120,65504
1179,259088
2575,579105
938,3509
375,1590795
2397,2633295
1518,51
326,2334088
2166,59
1131,176251
2733,169954
7,236740
2650,1839
2289,70247
2994,196
2703,236650
1157,657438
1632,5545
2128,185343
2808,321034
2631,83
2209,671512
1550,66944
1983,617167
808,144327
2819,116
1012,138
2904,71420
2730,2877
2961,2219267
326,2055261
1580,28
189,192
2587,1793134
63,2356160
2352,289900
697,120449
2910,308532
1738,513144
758,5722
2397,2630734
480,280518
253,491159
2500,2908191
933,8965
1877,579882
350,4504
1872,17622
1722,317350
813,418854
2027,393653
1471,167
16,107847
1014,866402
2955,2381386
1020,1142203
1538,24642
2078,285
2879,57412
483,285504
542,975284
814,278
1791,1022505
2794,2450180
1343,225568
2498,341783
2315,50
2193,59
1375,392274
451,135
1222,296
1988,12496
2460,65377
2098,2804713
2968,59999
2719,212266
1697,37046
2131,330715
1368,305617
2605,273323
19,96
2611,60810
726,212796
2516,111135
2485,542523
1168,233
1393,301
1176,8451
2795,106790
1333,603034
2353,36
1527,3862912
178,1617
796,652490
205,112
2093,2033783
2363,637
971,2011027
843,2960565
1603,2372765
838,42766
660,491692
679,76253
2414,309
2792,35046
92,11
328,23991
876,22225
779,1913841
807,3018212
1124,761924
989,2843000
2557,365530
2736,208582
2327,3038316
1161,1832459
1197,138
2681,158
814,284
2070,70169
581,103
2825,667558
2352,247402
2868,337
186,1013599
2154,620089
1658,126179
1793,16080
814,287
2231,613878
566,778401
2644,46263
1419,2341268
888,183
999,258146
454,229
546,1558462
2548,69
1665,98632
479,584702
395,553541
1498,1651
85,473236
221,1012987
1648,633188
190,187265
436,2104331
1600,633010
2374,115542
2042,1755065
1086,993930
2959,143676
2282,3547827
1247,1192
2446,444332
1917,6425
1274,35699
2564,2787950
1150,440828
90,68
88,752999
50,381
978,61554
1487,2234487
1878,500727
157,762
2240,669465
1004,328
2856,185
2224,1038777
471,15368
2261,4583
2412,1979
231,52517
1484,3451
2156,69414
985,161
1652,1625276
423,797258
621,245309
199,3253729
1442,2592930
340,92
2733,251601
635,328082
384,2418177
712,198187
2566,50988
891,2932271
890,167935
2497,105
1126,100
1059,5004
2452,412500
2027,317244
1985,1320389
125,44460
1823,811695
573,68
2533,223080
2534,1309
2444,252
845,929858
1565,175
1032,69
2059,1407288
1474,935366
568,2348697
1887,1368124
2630,277908
1246,159
1094,1625435
1706,178232
1962,150905
554,2104660
500,14
2519,88
990,11669
678,16874
1961,112529
2153,2050
1873,3438469
1275,51474
2814,494
761,1102
2044,3000726
2521,243
2756,201563
912,738696
2409,65
2258,1989822
2999,788
2756,404363
1392,290955
2727,178
680,939567
1481,4197444
1364,140788
949,1138586
594,266
2793,1884
1290,2667212
360,1193059
2354,88183
338,97
496,6456
2972,826012
1356,203
1288,2220359
1181,48683
1752,193030
1508,170
1081,1448
483,482774
1506,653008
1204,13347
1696,552270
1636,886598
1565,165
727,776747
721,863687
2021,22427
957,36295
911,6241
2009,5979
2568,26573
2748,94826
1955,168
2819,121
949,1109960
103,438301
1191,244054
653,123
798,141535
732,164559
1977,33653
1036,1935
2090,1968537
3000,412171
1501,32425
2268,1934125
1367,366
1294,1621971
905,85043
518,19069
988,59
357,1143985
1202,154397
564,234
2607,194251
1570,4479
285,173650
826,186540
1918,97569
1060,67
1129,250
1422,2722405
1898,123105
1265,2183905
2873,150515
624,624604
1539,1863253
1173,68278
2777,11904
2385,193
2325,10
2509,204371
2155,1207628
1575,831798
2610,311750
2930,121875
2523,63077
2109,1993847
2591,109611
1998,1665114
1013,228974
2632,3881
609,235
1067,6898
1854,206799
1345,2217981
1916,94119
1224,2416911
474,80883
1332,233567
1239,1
2163,565593
2132,457521
31,705628
2733,85205
2171,237846
516,9683
279,368272
1575,651276
286,187357
2417,9424
2137,2835887
1906,37267
2020,230
2654,3175856
1304,403396
1939,1207665
704,116840
1823,325119
1117,962982
2002,211136
1634,2499928
83,756264
2080,1356
1593,61251
590,3232728
1216,183385
2777,214270
2835,4700
2544,416319
1383,214932
2375,229
1813,15
29,28896
1765,2892830
483,284058
1308,195
158,158723
1494,1818392
2717,541510
1051,78
1318,237
435,395285
1065,224872
283,113436
433,931764
1059,422
466,2445171
13,4746
1219,2340883
232,551307
1797,53103
443,2236651
1377,25120
1739,7577
2077,495710
1040,203
1250,70200
1258,334607
1644,1246248
911,808
2197,428515
1173,100180
2702,764612
1914,2620324
398,403796
1743,53
2294,1976261
2293,253181
1830,441333
1838,36251
1955,175
1164,255523
722,119696
495,1781475
1176,3823
2486,1048882
361,1553
712,124794
84,3200318
2858,345565
2564,3023201
2773,317676
1984,13648
1655,2453066
322,81292
2474,46724
2877,123
166,638
1755,399124
2625,13521
1702,415943
2493,1910732
1673,384355
2183,866102
1256,56
1636,221483
1059,3550
865,106252
2275,1545365
898,7013
1816,37
1815,346476
1304,378851
1371,812735
1544,737974
2260,189
1688,25645
1767,263066
1886,25103
1463,2395
2700,1303
910,210268
737,2173245
624,264455
292,3317438
2082,380045
1669,344361
1701,1178300
2167,1662663
1475,102
35,70077
1608,880
475,35
2204,524400
2389,13962
605,780791
364,58682
1773,419032
1592,2383380
2804,584787
887,141815
1115,25573
491,3028132
1967,41
876,28789
691,192
356,354698
1207,1300914
2154,659328
2286,22433
593,400
1208,81
1175,1898862
1833,215855
42,1448499
821,3045
1932,140351
1271,36932
938,71825
1530,163395
1683,85105
598,552562
287,577407
1663,42945
2885,1653010
2164,892497
2387,739817
2877,148
1116,1022368
588,182
2370,2096588
471,124147
368,24467
1832,754461
2250,12549
1079,251513
1362,172243
918,127287
2766,597850
1102,76847
1341,45
1799,2460579
2381,721
2796,126743
2308,208
237,745774
332,147848
2078,274
1789,8417
2858,332704
2838,226160
855,33015
79,23700
810,138472
1744,125267
958,3617525
777,1569698
2821,7
552,227565
2639,2000152
791,117321
1547,87461
2158,1601681
444,681223
2154,661160
2775,222748
2448,1262475
1234,165162
2414,347
1611,34377
633,36462
1169,1147301
2605,65830
206,386983
2996,80810
24,51749
1082,42245
2397,2593514
847,992924
2264,172
2796,153178
1560,150693
812,192446
1551,374875
2886,19621
2825,602830
874,164
1911,264926
1482,307709
1582,75311
1182,2572213
2596,632205
876,233320
2983,216
2085,141412
2954,528879
2095,139
647,62417
1784,25
2967,277334
1629,19655
583,68
1257,1878937
1347,43677
800,304317
2373,60070
762,118
1096,464575
1557,252691
2259,29827
2713,157
2832,1023
613,105552
190,145799
2088,13491
99,223107
1676,22
2724,2229426
1879,282873
2584,91294
1171,142493
1781,340
2669,1687772
2932,379930
2072,211
2561,459565
1251,2857572
741,2232051
1797,25933
1016,1346726
2148,30172
2900,177291
2380,52281
2412,51430
821,167
2135,2469066
1163,3832558
785,37
1522,1552261
1390,3904
1688,22030
1667,47
262,424312
1029,302919
2866,1296935
1289,9059
1893,705561
1092,1325252
2411,596114
461,1299481
662,1067434
1237,46843
1292,89
2070,36226
715,2490959
1774,56
742,1978998
1612,42
2233,1038636
488,37580
356,582446
1712,89070
732,161998
1665,40990
884,1596538
540,280614
2043,126815
365,59474
1128,789964
301,986
2226,567212
1993,15
1476,3732
2139,242204
1404,16713
187,17273
965,316426
1153,638
2895,15
1694,864148
2763,508771
1450,68919
694,70275
1894,1722479
2575,314981
579,86
97,223137
132,1957046
1841,3045245
729,256963
2422,4956
2934,12058
2476,1046779
1202,153207
1349,241865
2609,15058
1006,594032
2300,175
2968,84582
2093,2434933
173,159
1550,25815
1131,108925
1051,79
1685,1902351
317,4330
352,185432
1261,2929774
1642,2123885
88,949777
1362,198967
1714,329671
325,1078527
872,542084
117,146
2860,19509
2992,9817
541,66
1719,227963
1876,330424
874,151
1765,3355192
780,187957
2308,2470
2723,57520
527,548213
108,130154
2486,1189854
433,386134
2415,1164997
1347,10043
28,7335
2509,121307
508,61
2851,186845
1721,294356
987,1972254
375,1973839
826,235997
2055,22185
932,696972
1657,1457622
342,122055
2412,6216
1560,59474
511,50942
2652,711809
1752,166725
2162,87
432,609
2690,22371
1060,67
1731,4995
2376,3105559
990,79313
2937,2252
2698,130381
1842,1189
2095,127
2228,2581483
1071,1677036
2540,269566
975,388905
2494,2246690
2223,162018
1373,156963
1872,70664
164,192360
899,90417
2681,155
2531,1525236
461,1010911
1367,338
1905,112121
2493,2012862
1434,298147
1514,632697
1566,211
2678,3425765
1468,514021
1449,512544
2505,32776
2786,19303
2458,649910
2279,583120
1738,928104
524,369661
2702,200321
272,1726383
1478,33969
692,4061898
79,124384
1758,911373
215,2901831
1584,432339
1100,1044943
232,504464
2437,248736
1130,2446046
2191,100449
416,2425446
1768,344157
1081,5319
277,1292
1800,1306098
1716,139533
576,252
471,21537
1572,1597308
610,38892
350,2608
2646,456054
2985,30016
1771,1715512
2771,9319
2101,84198
1768,328480
2907,15
532,3531
1746,404225
2792,165374
465,333832
1142,219147
1428,48840
2467,294314
1568,304736
2149,1288895
20,806401
1020,513234
2388,3569
28,19625
1318,222
1444,393942
583,70
468,229375
2515,1645017
1935,69661
2194,175435
792,51472
396,157
1302,528404
160,87120
1160,777
1078,579283
880,358492
825,1577860
2151,240942
2859,543264
2975,2018476
2269,73080
1881,338029
1964,1975315
1421,243546
1367,1570
1387,2163382
849,1250364
1401,9651
1944,302756
771,151413
2692,1244
2615,27537
791,105042
2257,340105
2892,137543
1283,2928645
1214,183565
467,2768455
2560,142500
943,214
1123,12547
2122,11
751,61399
359,57067
2281,1487195
193,151
2251,1940594
1393,304
1683,3218
558,2012
2208,116
2104,5994
2527,271
2513,153936
553,187
85,1355022
983,8893
1884,219430
776,2164632
1041,9018
2860,3610
1825,27295
2030,22891
2899,755190
2324,209365
567,68581
640,156
2928,272
1776,2123209
1380,10907
2718,174037
1548,322358
1386,1903384
1192,260097
1765,3614459
1581,437796
1566,220
1871,262841
21,354977
2899,595177
1920,762192
2190,35806
78,90
263,192030
872,564335
2425,86416
2073,1861935
2226,336444
259,493
2139,458608
445,37018
514,3073058
308,232
144,65072
2526,577771
7,510420
1722,606688
2085,117163
2603,1915464
1126,95
2567,125734
219,13868
640,169
1201,240
270,47903
1620,18840
1163,4136256
657,2438226
179,3687171
182,3378314
736,132407
2200,12056
831,218
1711,978744
1938,449765
177,104144
2444,205
412,2484049
2155,1539100
297,699750
1430,16549
463,2029358
2012,259
2292,353465
1772,2920619
2258,2099641
1360,2234
1748,577873
2354,76103
1743,56
2549,1088
997,183
397,54924
1800,1012278
1778,1043714
787,189
2498,281839
1024,1875231
2459,1661233
2589,1892010
1831,17797
1566,199
135,43877
813,222954
2019,2509725
2215,1031250
859,1700970
2859,585235
2589,1766995
72,74629
714,560717
2631,84
591,2807338
1965,431448
2496,43610
979,258633
754,583129
839,608303
2241,14010
1875,1935874
917,59536
1554,108751
2880,47643
1360,3763
99,215397
702,542529
209,34768
1872,28633
2998,34
808,125448
661,139908
1462,68
2472,774306
1970,3416
920,1090414
392,326
540,36336
469,2686696
1272,331764
191,6263
2287,744952
1059,1230
718,2145625
2780,2004244
2280,280547
1611,12403
1409,193
1916,310570
1609,1203209
33,298
187,34080
1747,2491
1753,1522787
520,23
763,186083
736,570721
1483,17182
2861,99614
2738,2498590
121,266
1969,32529
1195,153
2994,194
1122,110
934,807
1066,9367
143,100907
2552,435751
1198,1284803
1247,55
794,712523
859,1953513
1367,3631
1305,2074492
1575,633407
2955,1884192
1440,17563
289,599188
623,12952
2831,236
1737,377
2746,2374236
1843,1908
2664,32322
2859,632674
1638,1207219
2886,41218
423,749206
1420,95708
2908,671
914,352426
169,201
1738,370431
1690,1096362
588,120
670,5193
1428,217939
978,27896
1628,148276
1553,141
2726,133333
400,56
1462,87
2411,1191617
1830,525301
2405,893456
1262,17667
2335,1030510
44,138
2748,182514
2601,360311
2749,146
51,87
2934,3931
822,882784
570,13
1113,756798
343,92090
1682,1960121
2809,108668
2369,1775944
1952,223208
1955,169
1479,591106
2871,489433
1401,28963
1468,236657
2698,59458
1465,962519
1374,4774
2780,1665128
293,1134
2815,128
1900,16447
2089,74545
2301,831501
2964,70875
2419,7746
503,19466
1417,766656
2145,775408
2844,2894582
2888,74599
2540,229819
610,93537
2259,19310
2779,24915
704,160026
1116,1089590
2411,620683
933,16639
2939,1335122
2901,50481
109,139
973,1916711
667,23341
2207,38700
199,2839477
